gene,alias
RERE,ARG
RERE,ARP
RERE,ATN1L
RERE,DNB1
RERE,NEDBEH
ATOH1,ATH1
ATOH1,HATH1
ATOH1,MATH-1
ATOH1,bHLHa14
ATOX1,ATX1
ATOX1,HAH1
ATP1A1,CMT2DD
ATP1A1,HOMGSMR2
ATP1A2,FHM2
ATP1A2,MHP2
ATP1A3,AHC2
ATP1A3,ATP1A1
ATP1A3,CAPOS
ATP1A3,DYT12
ATP1A3,RDP
ATP12A,ATP1AL1
ATP12A,H-K-ATPase
ATP12A,HK
ATP1A4,ATP1A1
ATP1A4,ATP1AL2
ATP1B1,ATP1B
ATP1B2,AMOG
ATP1B3,ATPB-3
ATP1B3,CD298
ATP1B1P1,ATP1BL1
FXYD2,ATP1G1
FXYD2,HOMG2
ATP2A1,ATP2A
ATP2A1,SERCA1
ATP2A2,ATP2B
ATP2A2,DAR
ATP2A2,DD
ATP2A2,SERCA2
ATP2A3,SERCA3
ATP2B1,PMCA1
ATP2B1,PMCA1kb
ATP2B2,PMCA2
ATP2B2,PMCA2a
ATP2B2,PMCA2i
ATP2B3,CFAP39
ATP2B3,CLA2
ATP2B3,OPCA
ATP2B3,PMCA3
ATP2B3,PMCA3a
ATP2B3,SCAX1
ATP2B4,ATP2B2
ATP2B4,MXRA1
ATP2B4,PMCA4
ATP2B4,PMCA4b
ATP2B4,PMCA4x
ATP4A,ATP6A
ATP4B,ATP6B
ATP5F1A,ATP5A
ATP5F1A,ATP5A1
ATP5F1A,ATP5AL2
ATP5F1A,ATPM
ATP5F1A,COXPD22
ATP5F1A,HEL-S-123m
ATP5F1A,MC5DN4
ATP5F1A,MOM2
ATP5F1A,OMR
ATP5F1A,ORM
ATP5F1A,hATP1
ALDH7A1,ATQ1
ALDH7A1,EPD
ALDH7A1,PDE
ATP5F1AP2,ATP5A1P2
ATP5F1AP2,ATP5AP2
ATP5F1B,ATP5B
ATP5F1B,ATPMB
ATP5F1B,ATPSB
ATP5F1B,HEL-S-271
ATP5F1BP1,ATP5BL1
ATP5F1BP1,ATP5BP1
ATP5F1BP1,ATPMBL1
ATP5F1BP1,ATPSBL1
ATP5F1C,ATP5C
ATP5F1C,ATP5C1
ATP5F1C,ATP5CL1
ATP5F1D,ATP5D
ATP5F1D,MC5DN5
ATP5F1E,ATP5E
ATP5F1E,ATPE
ATP5F1E,MC5DN3
ATP5PB,ATP5F1
ATP5PB,PIG47
ATP5MC1,ATP5A
ATP5MC1,ATP5G
ATP5MC1,ATP5G1
ATP5MC2,ATP5A
ATP5MC2,ATP5G2
ATP5MC3,ATP5G3
ATP5MC3,P3
ATP5MC2P1,ATP5G2P1
ATP5MC2P1,ATP5GP1
ATP5ME,ATP5I
ATP5ME,ATP5K
ATP5PF,ATP5
ATP5PF,ATP5A
ATP5PF,ATP5J
ATP5PF,ATPM
ATP5PF,CF6
ATP5PF,F6
ATP6V1A,ARCL2D
ATP6V1A,ATP6A1
ATP6V1A,ATP6V1A1
ATP6V1A,DEE93
ATP6V1A,HO68
ATP6V1A,IECEE3
ATP6V1A,VA68
ATP6V1A,VPP2
ATP6V1A,Vma1
ATP6V1B1,ATP6B1
ATP6V1B1,DRTA2
ATP6V1B1,RTA1B
ATP6V1B1,VATB
ATP6V1B1,VMA2
ATP6V1B1,VPP3
ATP6V1B2,ATP6B1B2
ATP6V1B2,ATP6B2
ATP6V1B2,DOOD
ATP6V1B2,HO57
ATP6V1B2,VATB
ATP6V1B2,VPP3
ATP6V1B2,Vma2
ATP6V1B2,ZLS2
ATP6V0C,ATP6C
ATP6V0C,ATP6L
ATP6V0C,ATPL
ATP6V0C,VATL
ATP6V0C,VPPC
ATP6V0C,Vma3
ATP6V1C1,ATP6C
ATP6V1C1,ATP6D
ATP6V1C1,VATC
ATP6V1C1,Vma5
ATP6V1E1,ARCL2C
ATP6V1E1,ATP6E
ATP6V1E1,ATP6E2
ATP6V1E1,ATP6V1E
ATP6V1E1,P31
ATP6V1E1,Vma4
ATP6V0B,ATP6F
ATP6V0B,HATPL
ATP6V0B,VMA16
ATP6V1G2,ATP6G
ATP6V1G2,ATP6G2
ATP6V1G2,NG38
ATP6V1G2,VMA10
ATP6V0A1,ATP6N1
ATP6V0A1,ATP6N1A
ATP6V0A1,Stv1
ATP6V0A1,VPP1
ATP6V0A1,Vph1
ATP6V0A1,a1
ATP6AP1,16A
ATP6AP1,ATP6IP1
ATP6AP1,ATP6S1
ATP6AP1,Ac45
ATP6AP1,CF2
ATP6AP1,VATPS1
ATP6AP1,XAP-3
ATP6AP1,XAP3
ATP7A,DSMAX
ATP7A,MK
ATP7A,MNK
ATP7A,SMAX3
ATP5PO,ATP5O
ATP5PO,ATPO
ATP5PO,HMC08D05
ATP5PO,OSCP
ATP7B,PWD
ATP7B,WC1
ATP7B,WD
ATP7B,WND
ALDH7A1P1,ATQL1
ALDH7A1P2,ATQL2
ALDH7A1P3,ATQL3
ALDH7A1P4,ATQL4
ATR,FCTCS
ATR,FRP1
ATR,MEC1
ATR,SCKL
ATR,SCKL1
ATRX,JMS
ATRX,MRX52
ATRX,RAD54
ATRX,RAD54L
ATRX,XH2
ATRX,XNP
ATRX,ZNF-HX
KIF1A,ATSV
KIF1A,C2orf20
KIF1A,HSN2C
KIF1A,MRD9
KIF1A,NESCAVS
KIF1A,SPG30
KIF1A,UNC104
AVP,ADH
AVP,ARVP
AVP,AVP-NPII
AVP,AVRP
AVP,VP
AVPR1A,AVPR V1a
AVPR1A,AVPR1
AVPR1A,V1aR
AVPR1B,AVPR3
AVPR1B,V1bR
AVPR2,ADHR
AVPR2,DI1
AVPR2,DIR
AVPR2,DIR3
AVPR2,NDI
AVPR2,NDI1
AVPR2,V2R
AXL,ARK
AXL,JTK11
AXL,Tyro7
AXL,UFO
AZF1,AZF
AZF1,AZFA
AZF1,SP3
AZGP1,ZA2G
AZGP1,ZAG
AZU1,AZAMP
AZU1,AZU
AZU1,CAP37
AZU1,HBP
AZU1,HUMAZUR
AZU1,"NAZC"
AZU1,hHBP
B2M,IMD43
BAAT,BACAT
BAAT,BACD1
BAAT,BAT
BAAT,HCHO
BACH1,BACH-1
BACH1,BTBD24
BAD,BBC2
BAD,BCL2L8
BAG1,BAG-1
BAG1,HAP
BAG1,RAP46
BAGE,BAGE1
BAGE,CT2.1
ADGRB1,BAI1
ADGRB1,GDAIF
ADGRB2,BAI2
ADGRB3,BAI3
BAK1,BAK
BAK1,BAK-LIKE
BAK1,BCL2L7
BAK1,CDN1
NKX3-2,BAPX1
NKX3-2,NKX3.2
NKX3-2,NKX3B
NKX3-2,SMMD
BAX,BCL2L4
BBS1,BBS2L2
BBS2,BBS
BBS2,RP74
BCAT1,BCATC
BCAT1,BCT1
BCAT1,ECA39
BCAT1,MECA39
BCAT1,PNAS121
BCAT1,PP18
BCAT2,BCAM
BCAT2,BCATM
BCAT2,BCT2
BCAT2,HVLI
BCAT2,PP18
BCHE,BCHED
BCHE,CHE1
BCHE,CHE2
BCHE,E1
BCKDHA,BCKDE1A
BCKDHA,MSU
BCKDHA,MSUD1
BCKDHA,OVD1A
BCKDHB,BCKDE1B
BCKDHB,BCKDH E1-beta
BCKDHB,E1B
CCND1,BCL1
CCND1,D11S287E
CCND1,PRAD1
CCND1,U21B31
BCL2,Bcl-2
BCL2,PPP1R50
BCL2A1,ACC-1
BCL2A1,ACC-2
BCL2A1,ACC1
BCL2A1,ACC2
BCL2A1,BCL2L5
BCL2A1,BFL1
BCL2A1,GRS
BCL2A1,HBPA1
BCL2L1,BCL-XL/S
BCL2L1,BCL2L
BCL2L1,BCLX
BCL2L1,Bcl-X
BCL2L1,PPP1R52
BCL2L2,BCL-W
BCL2L2,BCL2-L-2
BCL2L2,BCLW
BCL2L2,PPP1R51
BAK1P1,BAK2
BAK1P1,BCL2L7P1
BAK1P1,Bak-2
BAK1P2,BAK3
BAK1P2,BAK3P
BAK1P2,BCL2L7P2
BCL3,BCL4
BCL3,D19S37
BCL6,BCL5
BCL6,BCL6A
BCL6,LAZ3
BCL6,ZBTB27
BCL6,ZNF51
BCL7A,BCL7
BCL7A,SMARCJ1
NBEAP1,BCL8
NBEAP1,BCL8A
BCL9,LGS
TNFRSF17,BCM
TNFRSF17,BCMA
TNFRSF17,CD269
TNFRSF17,TNFRSF13A
HCN2,BCNG-2
HCN2,BCNG2
HCN2,EIG17
HCN2,FEB2
HCN2,GEFSP11
HCN2,HAC-1
OPN1SW,BCP
OPN1SW,BOP
OPN1SW,CBT
BCR,ALL
BCR,BCR1
BCR,CML
BCR,D22S11
BCR,D22S662
BCR,PHL
BCRP4,BCR-4
BCRP4,BCR4
BCRP4,BCRL4
BCS1L,BCS
BCS1L,BCS1
BCS1L,BJS
BCS1L,FLNMS
BCS1L,GRACILE
BCS1L,Hs.6719
BCS1L,MC3DN1
BCS1L,PTD
BCS1L,h-BCS
BCS1L,h-BCS1
BCYRN1,BC200
BCYRN1,BC200a
BCYRN1,LINC00004
BCYRN1,NCRNA00004
BCYRN1P1,BC200b
BCYRN1P2,BC200g
BDH1,BDH
BDH1,SDR9C1
BDKRB1,B1BKR
BDKRB1,B1R
BDKRB1,BKB1R
BDKRB1,BKR1
BDKRB1,BRADYB1
BDKRB2,B2R
BDKRB2,BK-2
BDKRB2,BK2
BDKRB2,BKR2
BDKRB2,BRB2
BDNF,ANON2
BDNF,BULN2
CFB,AHUS4
CFB,ARMD14
CFB,BF
CFB,BFD
CFB,CFAB
CFB,CFBD
CFB,FB
CFB,FBI12
CFB,GBG
CFB,H2-Bf
CFB,PBF2
BFSP1,CP115
BFSP1,CP94
BFSP1,CTRCT33
BFSP1,LIFL-H
BGLAP,BGP
BGLAP,OC
BGLAP,OCN
BGN,DSPG1
BGN,MRLS
BGN,PG-S1
BGN,PGI
BGN,SEMDX
BGN,SLRR1A
CEACAM1,BGP
CEACAM1,BGP1
CEACAM1,BGPI
BHMT,BHMT1
BHMT,HEL-S-61p
BICD1,BICD
BICD1,bic-D 1
BID,FP497
BIK,BIP1
BIK,BP4
BIK,NBK
PRDM1,BLIMP1
PRDM1,PRDI-BF1
BLK,MODY11
BLM,BS
BLM,MGRISCE1
BLM,RECQ2
BLM,RECQL2
BLM,RECQL3
BLMH,BH
BLMH,BMH
CXCR5,BLR1
CXCR5,CD185
CXCR5,MDR15
BLVRA,BLVR
BLVRA,BVR
BLVRA,BVRA
BLVRB,BVRB
BLVRB,FLR
BLVRB,HEL-S-10
BLVRB,SDR43U1
BNC1,BNC
BNC1,BSN1
BNC1,HsT19447
BNC1,POF16
BMI1,FLVI2/BMI1
BMI1,PCGF4
BMI1,RNF51
BMI1,flvi-2/bmi-1
BMP1,OI13
BMP1,PCOLC
BMP1,PCP
BMP1,PCP2
BMP1,TLD
BMP2,BDA2
BMP2,BMP2A
BMP2,SSFSC
BMP2,SSFSC1
BMP3,BMP-3A
BMP4,BMP2B
BMP4,BMP2B1
BMP4,MCOPS6
BMP4,OFC11
BMP4,ZYME
BMP6,VGR
BMP6,VGR1
BMP7,OP-1
BMP8B,BMP8
BMP8B,OP2
BMPR1A,10q23del
BMPR1A,ACVRLK3
BMPR1A,ALK3
BMPR1A,CD292
BMPR1A,SKR5
BMPR1B,ALK-6
BMPR1B,ALK6
BMPR1B,AMDD
BMPR1B,BDA1D
BMPR1B,BDA2
BMPR1B,CDw293
BMPR2,BMPR-II
BMPR2,BMPR3
BMPR2,BMR2
BMPR2,BRK-3
BMPR2,POVD1
BMPR2,PPH1
BMPR2,T-ALK
BMX,ETK
BMX,PSCTK2
BMX,PSCTK3
POLR3D,BN51T
POLR3D,C53
POLR3D,RPC4
POLR3D,RPC53
POLR3D,TSBN51
BNIP1,NIP1
BNIP1,SEC20
BNIP1,TRG-8
BNIP2,BNIP-2
BNIP2,NIP2
BNIP3,NIP3
BNIP3L,BNIP3a
BNIP3L,NIX
BOK,BCL2L9
BOK,BOKL
DST,BP240
DST,BPA
DST,BPAG1
DST,CATX-15
DST,CATX15
DST,D6S1101
DST,DMH
DST,DT
DST,EBSB2
DST,HSAN6
DST,MACF2
FOXL2,BPES
FOXL2,BPES1
FOXL2,PFRK
FOXL2,PINTO
FOXL2,POF3
BPGM,DPGM
BPGM,ECYT8
BPHL,BPH-RP
BPHL,MCNAA
BPHL,VACVASE
BPI,BPIFD1
BPI,rBPI
BRCA1,BRCAI
BRCA1,BRCC1
BRCA1,BROVCA1
BRCA1,FANCS
BRCA1,IRIS
BRCA1,PNCA4
BRCA1,PPP1R53
BRCA1,PSCP
BRCA1,RNF53
BRAF,B-RAF1
BRAF,B-raf
BRAF,BRAF1
BRAF,NS7
BRAF,RAFB1
BRCA2,BRCC2
BRCA2,BROVCA2
BRCA2,FACD
BRCA2,FAD
BRCA2,FAD1
BRCA2,FANCD
BRCA2,FANCD1
BRCA2,GLM3
BRCA2,PNCA2
BRCA2,XRCC11
BRDT,BRD6
BRDT,CT9
BRDT,SPGF21
ZFP36L1,BRF1
ZFP36L1,Berg36
ZFP36L1,ERF-1
ZFP36L1,ERF1
ZFP36L1,RNF162B
ZFP36L1,TIS11B
ZFP36L1,cMG1
ZFP36L2,BRF2
ZFP36L2,ERF-2
ZFP36L2,ERF2
ZFP36L2,RNF162C
ZFP36L2,TIS11D
BRS3,BB3
BRS3,BB3R
BRS3,BBR3
BSG,5F7
BSG,CD147
BSG,EMMPRIN
BSG,EMPRIN
BSG,HAb18G
BSG,OK
BSG,SLC7A11
BSG,TCSF
BST1,CD157
BST2,CD317
BST2,HM1.24
BST2,TETHERIN
KLF9,BTEB
KLF9,BTEB1
KLF5,BTEB2
KLF5,CKLF
KLF5,IKLF
BTF3,BETA-NAC
BTF3,BTF3a
BTF3,BTF3b
BTF3,"NACB"
BTF3P11,BRF3L1
BTF3P11,BTF3L1
BTF3P11,HUMBTFB
BTF3P11,OCIF
BTF3P11,OPG
BTF3P11,TNFRSF11B
BTF3P1,HUMBTFA
BTG1,APRO2
BTK,AGMX1
BTK,AT
BTK,ATK
BTK,BPK
BTK,IGHD3
BTK,IMD1
BTK,PSCTK1
BTK,XLA
BTN1A1,BT
BTN1A1,BTN
BTN1A1,BTN1
BUB1,BUB1A
BUB1,BUB1L
BUB1,hBUB1
BUB1B,BUB1beta
BUB1B,BUBR1
BUB1B,Bub1A
BUB1B,MAD3L
BUB1B,MVA1
BUB1B,SSK1
BUB1B,hBUBR1
BYSL,BYSTIN
BYSL,Enp1
TSPO,BPBS
TSPO,BZRP
TSPO,DBI
TSPO,IBP
TSPO,MBR
TSPO,PBR
TSPO,PBS
TSPO,PKBS
TSPO,PTBR
TSPO,mDRC
TSPO,pk18
C1QBP,COXPD33
C1QBP,GC1QBP
C1QBP,HABP1
C1QBP,SF2AP32
C1QBP,SF2p32
C1QBP,gC1Q-R
C1QBP,gC1qR
C1QBP,p32
SERPING1,C1IN
SERPING1,C1INH
SERPING1,C1NH
SERPING1,HAE1
SERPING1,HAE2
ERC2-IT1,C1orf1
ERC2-IT1,C3orf51
ERC2-IT1,Po42
C1QC,C1Q-C
C1QC,C1QG
C1R,EDSPD1
C1S,EDSPD2
C2,ARMD14
C2,CO2
C3,AHUS5
C3,ARMD9
C3,ASP
C3,C3a
C3,C3b
C3,CPAMD1
C3,HEL-S-62p
C3AR1,AZ3B
C3AR1,C3AR
C3AR1,HNFAG09
C4A,C4
C4A,C4A2
C4A,C4A3
C4A,C4A4
C4A,C4A6
C4A,C4AD
C4A,C4S
C4A,CO4
C4A,CPAMD2
C4A,RG
C4B,C4B1
C4B,C4B12
C4B,C4B2
C4B,C4B3
C4B,C4B5
C4B,C4BD
C4B,C4B_2
C4B,C4F
C4B,CH
C4B,CO4
C4B,CPAMD3
C4BPA,C4BP
C4BPA,PRP
C4BPAP2,C4BPAL2
C4BPB,C4BP
CAPN5,ADNIV
CAPN5,HTRA3
CAPN5,VRNI
CAPN5,nCL-3
C5,C5D
C5,C5a
C5,C5b
C5,CPAMD4
C5,ECLZB
C5AR1,C5A
C5AR1,C5AR
C5AR1,C5R1
C5AR1,CD88
C8B,C82
C8G,C8C
OSGIN2,C8orf1
OSGIN2,hT41
C9,ARMD15
C9,C9D
VPS51,ANG2
VPS51,ANG3
VPS51,C11orf2
VPS51,C11orf3
VPS51,FFR
VPS51,PCH13
MRPL49,C11orf4
MRPL49,L49mt
MRPL49,MRP-L49
MRPL49,NOF
MRPL49,NOF1
ZNHIT2,C11orf5
ZNHIT2,FON
MPPED2,239FB
MPPED2,C11orf8
MYRF,11orf9
MYRF,C11orf9
MYRF,CUGS
MYRF,MMERV
MYRF,MRF
MYRF,Ndt80
MYRF,pqn-47
TMEM258,C11orf10
TMEM258,Kud
TMEM258,Kuduk
DAGLA,C11orf11
DAGLA,DAGL(ALPHA)
DAGLA,DAGLALPHA
DAGLA,NSDDR
GAS8-AS1,C16orf3
FMNL1,C17orf1
FMNL1,C17orf1B
FMNL1,FHOD4
FMNL1,FMNL
FMNL1,KW-13
LDLRAD4,C18orf1
PTTG1IP,C21orf1
PTTG1IP,C21orf3
PTTG1IP,PBF
CFAP410,C21orf2
CFAP410,LRRC76
CFAP410,RDMS
CFAP410,SMDAX
CFAP410,YF5/A2
TMEM50B,C21orf4
TMEM50B,HCVP7TP3
MPPED1,239AB
MPPED1,C22orf1
MPPED1,FAM1A
CA1,CA-I
CA1,CAB
CA1,Car1
CA1,HEL-S-11
CA2,CA-II
CA2,CAC
CA2,CAII
CA2,Car2
CA2,HEL-76
CA2,HEL-S-282
CA3,CAIII
CA3,Car3
CA4,CAIV
CA4,Car4
CA4,RP17
CA5A,CA5
CA5A,CA5AD
CA5A,CAV
CA5A,CAVA
CA5A,GS1-21A4.1
CA5AP1,CA5P
CA6,CA-VI
CA6,GUSTIN
CA7,CA-VII
CA7,CAVII
CA8,CA-RP
CA8,CA-VIII
CA8,CALS
CA8,CAMRQ3
CA8,CARP
CA9,CAIX
CA9,MN
CA11,CA-RP
CA11,CA-RP II
CA11,CA-XI
CA11,CARP-2
CA11,CARPX1
CA12,CA-XII
CA12,CAXII
CA12,HsT18816
CA12,T18816
CACNA1A,APCA
CACNA1A,BI
CACNA1A,CACNL1A4
CACNA1A,CAV2.1
CACNA1A,DEE42
CACNA1A,EA2
CACNA1A,EIEE42
CACNA1A,FHM
CACNA1A,HPCA
CACNA1A,MHP
CACNA1A,MHP1
CACNA1A,SCA6
CACNA1B,BIII
CACNA1B,CACNL1A5
CACNA1B,CACNN
CACNA1B,Cav2.2
CACNA1B,DYT23
CACNA1B,NEDNEH
CACNA1C,CACH2
CACNA1C,CACN2
CACNA1C,CACNL1A1
CACNA1C,CCHL1A1
CACNA1C,CaV1.2
CACNA1C,LQT8
CACNA1C,TS
CACNA1C,TS. LQT8
CACNA1D,CACH3
CACNA1D,CACN4
CACNA1D,CACNL1A2
CACNA1D,CCHL1A2
CACNA1D,Cav1.3
CACNA1D,PASNA
CACNA1D,SANDD
CACNA1E,BII
CACNA1E,CACH6
CACNA1E,CACNL1A6
CACNA1E,Cav2.3
CACNA1E,DEE69
CACNA1E,EIEE69
CACNA1E,gm139
CACNA1F,AIED
CACNA1F,COD3
CACNA1F,COD4
CACNA1F,CORDX
CACNA1F,CORDX3
CACNA1F,CSNB2
CACNA1F,CSNB2A
CACNA1F,CSNBX2
CACNA1F,Cav1.4
CACNA1F,Cav1.4alpha1
CACNA1F,JM8
CACNA1F,JMC8
CACNA1F,OA2
CACNA1S,CACNL1A3
CACNA1S,CCHL1A3
CACNA1S,Cav1.1
CACNA1S,HOKPP
CACNA1S,HOKPP1
CACNA1S,MHS5
CACNA1S,TTPP1
CACNA1S,hypoPP
DDR1,CAK
DDR1,CD167
DDR1,DDR
DDR1,EDDR1
DDR1,HGK2
DDR1,MCK10
DDR1,NEP
DDR1,NTRK4
DDR1,PTK3
DDR1,PTK3A
DDR1,RTK6
DDR1,TRKE
CACNA2D1,CACNA2
CACNA2D1,CACNL2A
CACNA2D1,CCHL2A
CACNA2D1,LINC01112
CACNA2D1,lncRNA-N3
CACNB1,CAB1
CACNB1,CACNLB1
CACNB1,CCHLB1
CACNB2,CAB2
CACNB2,CACNLB2
CACNB2,CAVB2
CACNB2,MYSB
CACNB3,CAB3
CACNB3,CACNLB3
CACNB4,CAB4
CACNB4,CACNLB4
CACNB4,EA5
CACNB4,EIG9
CACNB4,EJM
CACNB4,EJM4
CACNB4,EJM6
CACNG1,CACNLG
SLC25A20,CAC
SLC25A20,CACT
SLC25A20P1,CACTP
SLC25A20P1,SLC25A20P
CAD,CDG1Z
CAD,DEE50
CAD,EIEE50
CAD,GATD4
CALB1,CALB
CALB1,D-28K
CALB2,CAB29
CALB2,CAL2
CALB2,CR
S100G,CABP
S100G,CABP1
S100G,CABP9K
S100G,CALB3
CALCA,CALC1
CALCA,CGRP
CALCA,CGRP-I
CALCA,CGRP-alpha
CALCA,CGRP1
CALCA,CT
CALCA,KC
CALCA,PCT
CALCB,CALC2
CALCB,CGRP-II
CALCB,CGRP2
CALCP,CALC3
CALCR,CRT
CALCR,CT-R
CALCR,CTR
CALCR,CTR1
CALD1,CDM
CALD1,H-CAD
CALD1,HCAD
CALD1,L-CAD
CALD1,LCAD
CALD1,"NAG22"
CALM1,CALML2
CALM1,CAM2
CALM1,CAM3
CALM1,CAMB
CALM1,CAMC
CALM1,CAMI
CALM1,CAMIII
CALM1,CPVT4
CALM1,DD132
CALM1,LQT14
CALM1,PHKD
CALM1,caM
CALM1P1,CALML1
CALM2,CALM
CALM2,CALML2
CALM2,CAM1
CALM2,CAM3
CALM2,CAMC
CALM2,CAMII
CALM2,CAMIII
CALM2,LQT15
CALM2,PHKD
CALM2,PHKD2
CALM2,caM
CALM3,CALM
CALM3,CAM1
CALM3,CAM2
CALM3,CAMB
CALM3,CPVT6
CALM3,CaM
CALM3,CaMIII
CALM3,HEL-S-72
CALM3,LQT16
CALM3,PHKD
CALM3,PHKD3
CALML3,CLP
CALR,CRT
CALR,HEL-S-99n
CALR,RO
CALR,SSA
CALR,cC1qR
CAMK4,CaMK IV
CAMK4,CaMK-GR
CAMK4,CaMKIV
CAMK4,caMK
CAMK2A,CAMKA
CAMK2A,CaMKIINalpha
CAMK2A,CaMKIIalpha
CAMK2A,MRD53
CAMK2A,MRT63
CAMK2B,CAM2
CAMK2B,CAMK2
CAMK2B,CAMKB
CAMK2B,CaMKIIbeta
CAMK2B,MRD54
CAMK2D,CAMKD
CAMK2G,CAMK
CAMK2G,CAMK-II
CAMK2G,CAMKG
CAMK2G,MRD59
CAMLG,CAML
CAMLG,GET2
CAMP,CAP-18
CAMP,CAP18
CAMP,CRAMP
CAMP,FALL-39
CAMP,FALL39
CAMP,HSD26
CAMP,LL37
CANX,CNX
CANX,IP90
CANX,P90
CAPG,AFCP
CAPG,HEL-S-66
CAPG,MCP
CAPN1,CANP
CAPN1,CANP1
CAPN1,CANPL1
CAPN1,SPG76
CAPN1,muCANP
CAPN1,muCL
CAPN2,CANP2
CAPN2,CANPL2
CAPN2,CANPml
CAPN2,mCANP
CAPN3,CANP3
CAPN3,CANPL3
CAPN3,LGMD2
CAPN3,LGMD2A
CAPN3,LGMDD4
CAPN3,LGMDR1
CAPN3,nCL-1
CAPN3,p94
CAPNS1,CALPAIN4
CAPNS1,CANP
CAPNS1,CANPS
CAPNS1,CAPN4
CAPNS1,CDPS
CAPNS1,CSS1
CAPN6,CANPX
CAPN6,CAPNX
CAPN6,CalpM
CAPN6,DJ914P14.1
CAPS,CAPS1
CAPZA1,CAPPA1
CAPZA1,CAPZ
CAPZA1,CAZ1
CAPZA2,CAPPA2
CAPZA2,CAPZ
CAST,BS-17
CAST,PLACK
CAPZB,CAPB
CAPZB,CAPPB
CAPZB,CAPZ
CARS1,CARS
CARS1,CYSRS
CARS1,MCDDBH
CARS1,MDBH
CARS1,MGC:11246
CASP1,ICE
CASP1,IL1BC
CASP1,P45
CASP2,CASP-2
CASP2,ICH1
CASP2,NEDD-2
CASP2,NEDD2
CASP2,PPP1R57
CASP3,CPP32
CASP3,CPP32B
CASP3,SCA-1
CASP4,ICE(rel)II
CASP4,ICEREL-II
CASP4,ICH-2
CASP4,Mih1
CASP4,Mih1/TX
CASP4,TX
CASP5,ICE(rel)III
CASP5,ICEREL-III
CASP5,ICH-3
CASP6,MCH2
CASP7,CASP-7
CASP7,CMH-1
CASP7,ICE-LAP3
CASP7,LICE2
CASP7,MCH3
CASP8,ALPS2B
CASP8,CAP4
CASP8,Casp-8
CASP8,FLICE
CASP8,MACH
CASP8,MCH5
CASP9,APAF-3
CASP9,APAF3
CASP9,ICE-LAP6
CASP9,MCH6
CASP9,PPP1R56
CASP10,ALPS2
CASP10,FLICE-2
CASP10,FLICE2
CASP10,MCH4
CASQ1,CASQ
CASQ1,PDIB1
CASQ1,VMCQA
CASQ2,PDIB2
CASR,CAR
CASR,EIG8
CASR,FHH
CASR,FIH
CASR,GPRC2A
CASR,HHC
CASR,HHC1
CASR,HYPOC1
CASR,NSHPT
CASR,PCAR1
CASR,hCasR
CAV1,BSCL3
CAV1,CGL3
CAV1,LCCNS
CAV1,MSTP085
CAV1,PPH3
CAV1,VIP21
CAV2,CAV
CAV3,LGMD1C
CAV3,LQT9
CAV3,MPDT
CAV3,RMD2
CAV3,VIP-21
CAV3,VIP21
RUNX2,AML3
RUNX2,CBF-alpha-1
RUNX2,CBFA1
RUNX2,CCD
RUNX2,CCD1
RUNX2,CLCD
RUNX2,OSF-2
RUNX2,OSF2
RUNX2,PEA2aA
RUNX2,PEBP2aA
RUNX1,AML1
RUNX1,AML1-EVI-1
RUNX1,AMLCR1
RUNX1,CBF2alpha
RUNX1,CBFA2
RUNX1,EVI-1
RUNX1,PEBP2aB
RUNX1,PEBP2alpha
RUNX1T1,AML1-MTG8
RUNX1T1,AML1T1
RUNX1T1,CBFA2T1
RUNX1T1,CDR
RUNX1T1,ETO
RUNX1T1,MTG8
RUNX1T1,ZMYND2
CBFA2T3,ETO2
CBFA2T3,MTG16
CBFA2T3,MTGR2
CBFA2T3,RUNX1T3
CBFA2T3,ZMYND4
RUNX3,AML2
RUNX3,CBFA3
RUNX3,PEBP2aC
CBFB,PEBP2B
SERPINA6,CBG
CBL,C-CBL
CBL,CBL2
CBL,FRA11B
CBL,NSLL
CBL,RNF55
CBLB,Cbl-b
CBLB,Nbla00127
CBLB,RNF56
SERPINH1,AsTP3
SERPINH1,CBP1
SERPINH1,CBP2
SERPINH1,HSP47
SERPINH1,OI10
SERPINH1,PIG14
SERPINH1,PPROM
SERPINH1,RA-A47
SERPINH1,SERPINH2
SERPINH1,gp46
CBR1,CBR
CBR1,PG-9-KR
CBR1,SDR21C1
CBR1,hCBR1
CBR3,HEL-S-25
CBR3,SDR21C2
CBR3,hCBR3
CBS,CBSL
CBS,HIP4
CCA1,CTRCT7
CCIN,BTBD20
CCIN,KBTBD14
CCAL1,CPDD
KYAT1,CCBL1
KYAT1,GTK
KYAT1,KAT1
KYAT1,KATI
CCKAR,CCK-A
CCKAR,CCK1-R
CCKAR,CCK1R
CCKAR,CCKRA
CCKBR,CCK-B
CCKBR,CCK2R
CCKBR,GASR
KRIT1,CAM
KRIT1,CCM1
CCNA2,CCN1
CCNA2,CCNA
CCNB1,CCNB
CCNC,CycC
CCNC,SRB11
CCNC,hSRB11
CCND2,KIAK0002
CCND2,MPPH3
CCND2P1,CCND2P
CCND3P1,CCND3P
CCNE1,CCNE
CCNE1,pCCNE1
CCNF,FBX1
CCNF,FBXO1
CCNF,FTDALS5
CCNG1,CCNG
CCNH,CAK
CCNH,CycH
CCNH,p34
CCNH,p37
CCNT1,CCNT
CCNT1,CYCT1
CCNT1,HIVE1
CCNT2,CYCT2
CCT6A,CCT-zeta
CCT6A,CCT-zeta-1
CCT6A,CCT6
